GPT3_token,GPT3,sentence_id,sent,sent_index
 coach,8.379083,1957,The article recounted what the coach took a drink of water while the tennis player was thinking about her serve before the match,6
 took,8.040278,1957,The article recounted what the coach took a drink of water while the tennis player was thinking about her serve before the match,7
 a,5.0088687,1957,The article recounted what the coach took a drink of water while the tennis player was thinking about her serve before the match,8
 drink,7.6801176,1957,The article recounted what the coach took a drink of water while the tennis player was thinking about her serve before the match,9
 of,1.0166786,1957,The article recounted what the coach took a drink of water while the tennis player was thinking about her serve before the match,10
 water,1.2321246,1957,The article recounted what the coach took a drink of water while the tennis player was thinking about her serve before the match,11
 while,4.679482,1957,The article recounted what the coach took a drink of water while the tennis player was thinking about her serve before the match,12
 the,1.9903128,1957,The article recounted what the coach took a drink of water while the tennis player was thinking about her serve before the match,13
 tennis,8.790026,1957,The article recounted what the coach took a drink of water while the tennis player was thinking about her serve before the match,14
 player,1.06545,1957,The article recounted what the coach took a drink of water while the tennis player was thinking about her serve before the match,15
 was,1.1180747,1957,The article recounted what the coach took a drink of water while the tennis player was thinking about her serve before the match,16
 thinking,5.0505457,1957,The article recounted what the coach took a drink of water while the tennis player was thinking about her serve before the match,17
 about,0.6166208,1957,The article recounted what the coach took a drink of water while the tennis player was thinking about her serve before the match,18
 her,1.4778526,1957,The article recounted what the coach took a drink of water while the tennis player was thinking about her serve before the match,19
 serve,2.0508258,1957,The article recounted what the coach took a drink of water while the tennis player was thinking about her serve before the match,20
 before,4.9863987,1957,The article recounted what the coach took a drink of water while the tennis player was thinking about her serve before the match,21
 the,1.897929,1957,The article recounted what the coach took a drink of water while the tennis player was thinking about her serve before the match,22
 match,1.840204,1957,The article recounted what the coach took a drink of water while the tennis player was thinking about her serve before the match,23
The,-0,1958,The article recounted that the coach took a drink of water while the tennis player was thinking about before the match,1
 article,7.2954817,1958,The article recounted that the coach took a drink of water while the tennis player was thinking about before the match,2
 recounted,9.385417,1958,The article recounted that the coach took a drink of water while the tennis player was thinking about before the match,3
 that,2.3059428,1958,The article recounted that the coach took a drink of water while the tennis player was thinking about before the match,4
 the,1.8660916,1958,The article recounted that the coach took a drink of water while the tennis player was thinking about before the match,5
 coach,8.799683,1958,The article recounted that the coach took a drink of water while the tennis player was thinking about before the match,6
 took,5.3018594,1958,The article recounted that the coach took a drink of water while the tennis player was thinking about before the match,7
 a,2.0042005,1958,The article recounted that the coach took a drink of water while the tennis player was thinking about before the match,8
 drink,6.2439237,1958,The article recounted that the coach took a drink of water while the tennis player was thinking about before the match,9
 of,1.0932604,1958,The article recounted that the coach took a drink of water while the tennis player was thinking about before the match,10
 water,0.7999081,1958,The article recounted that the coach took a drink of water while the tennis player was thinking about before the match,11
 while,4.449999,1958,The article recounted that the coach took a drink of water while the tennis player was thinking about before the match,12
 the,1.7737294,1958,The article recounted that the coach took a drink of water while the tennis player was thinking about before the match,13
 tennis,9.041728,1958,The article recounted that the coach took a drink of water while the tennis player was thinking about before the match,14
 player,0.8985362,1958,The article recounted that the coach took a drink of water while the tennis player was thinking about before the match,15
 was,1.3736619,1958,The article recounted that the coach took a drink of water while the tennis player was thinking about before the match,16
 thinking,4.6485696,1958,The article recounted that the coach took a drink of water while the tennis player was thinking about before the match,17
 about,0.66648793,1958,The article recounted that the coach took a drink of water while the tennis player was thinking about before the match,18
 before,9.660074,1958,The article recounted that the coach took a drink of water while the tennis player was thinking about before the match,19
 the,2.8604174,1958,The article recounted that the coach took a drink of water while the tennis player was thinking about before the match,20
 match,2.2061827,1958,The article recounted that the coach took a drink of water while the tennis player was thinking about before the match,21
The,-0,1959,The article recounted what the coach took a drink of water while the tennis player was thinking about before the match,1
 article,7.295484,1959,The article recounted what the coach took a drink of water while the tennis player was thinking about before the match,2
 recounted,9.390279,1959,The article recounted what the coach took a drink of water while the tennis player was thinking about before the match,3
 what,4.3483844,1959,The article recounted what the coach took a drink of water while the tennis player was thinking about before the match,4
 the,2.3733356,1959,The article recounted what the coach took a drink of water while the tennis player was thinking about before the match,5
 coach,8.378681,1959,The article recounted what the coach took a drink of water while the tennis player was thinking about before the match,6
 took,8.030464,1959,The article recounted what the coach took a drink of water while the tennis player was thinking about before the match,7
 a,4.999897,1959,The article recounted what the coach took a drink of water while the tennis player was thinking about before the match,8
 drink,7.6947045,1959,The article recounted what the coach took a drink of water while the tennis player was thinking about before the match,9
 of,1.0176895,1959,The article recounted what the coach took a drink of water while the tennis player was thinking about before the match,10
 water,1.2370518,1959,The article recounted what the coach took a drink of water while the tennis player was thinking about before the match,11
 while,4.662936,1959,The article recounted what the coach took a drink of water while the tennis player was thinking about before the match,12
 the,1.9967976,1959,The article recounted what the coach took a drink of water while the tennis player was thinking about before the match,13
 tennis,8.785895,1959,The article recounted what the coach took a drink of water while the tennis player was thinking about before the match,14
 player,1.056729,1959,The article recounted what the coach took a drink of water while the tennis player was thinking about before the match,15
 was,1.1282222,1959,The article recounted what the coach took a drink of water while the tennis player was thinking about before the match,16
 thinking,5.0385175,1959,The article recounted what the coach took a drink of water while the tennis player was thinking about before the match,17
 about,0.6157741,1959,The article recounted what the coach took a drink of water while the tennis player was thinking about before the match,18
 before,8.22929,1959,The article recounted what the coach took a drink of water while the tennis player was thinking about before the match,19
 the,1.6620301,1959,The article recounted what the coach took a drink of water while the tennis player was thinking about before the match,20
 match,2.0769887,1959,The article recounted what the coach took a drink of water while the tennis player was thinking about before the match,21
Your,-0,1960,Your father noticed that the author who the fans loved  signed a copy of his book after the reading,1
 father,5.351089,1960,Your father noticed that the author who the fans loved  signed a copy of his book after the reading,2
 noticed,9.8079195,1960,Your father noticed that the author who the fans loved  signed a copy of his book after the reading,3
 that,2.2212522,1960,Your father noticed that the author who the fans loved  signed a copy of his book after the reading,4
 the,2.425458,1960,Your father noticed that the author who the fans loved  signed a copy of his book after the reading,5
 author,9.247796,1960,Your father noticed that the author who the fans loved  signed a copy of his book after the reading,6
 who,4.959003,1960,Your father noticed that the author who the fans loved  signed a copy of his book after the reading,7
 the,6.9362893,1960,Your father noticed that the author who the fans loved  signed a copy of his book after the reading,8
 fans,6.110941,1960,Your father noticed that the author who the fans loved  signed a copy of his book after the reading,9
 loved,3.2238352,1960,Your father noticed that the author who the fans loved  signed a copy of his book after the reading,10
 ,11.434422,1960,Your father noticed that the author who the fans loved  signed a copy of his book after the reading,11
 signed,17.300766,1960,Your father noticed that the author who the fans loved  signed a copy of his book after the reading,12
 a,1.6404742,1960,Your father noticed that the author who the fans loved  signed a copy of his book after the reading,13
 copy,5.0506687,1960,Your father noticed that the author who the fans loved  signed a copy of his book after the reading,14
 of,0.31445557,1960,Your father noticed that the author who the fans loved  signed a copy of his book after the reading,15
 his,1.2490776,1960,Your father noticed that the author who the fans loved  signed a copy of his book after the reading,16
 book,0.45210817,1960,Your father noticed that the author who the fans loved  signed a copy of his book after the reading,17
 after,6.5360675,1960,Your father noticed that the author who the fans loved  signed a copy of his book after the reading,18
 the,1.4076248,1960,Your father noticed that the author who the fans loved  signed a copy of his book after the reading,19
 reading,2.3104885,1960,Your father noticed that the author who the fans loved  signed a copy of his book after the reading,20
Your,-0,1961,Your father noticed what the author who the fans loved  signed a copy of his book after the reading,1
 father,5.350918,1961,Your father noticed what the author who the fans loved  signed a copy of his book after the reading,2
 noticed,9.824116,1961,Your father noticed what the author who the fans loved  signed a copy of his book after the reading,3
 what,5.2607913,1961,Your father noticed what the author who the fans loved  signed a copy of his book after the reading,4
 the,3.457975,1961,Your father noticed what the author who the fans loved  signed a copy of his book after the reading,5
 author,9.015334,1961,Your father noticed what the author who the fans loved  signed a copy of his book after the reading,6
 who,6.9184666,1961,Your father noticed what the author who the fans loved  signed a copy of his book after the reading,7
 the,7.714915,1961,Your father noticed what the author who the fans loved  signed a copy of his book after the reading,8
 fans,6.6493316,1961,Your father noticed what the author who the fans loved  signed a copy of his book after the reading,9
 loved,3.6373224,1961,Your father noticed what the author who the fans loved  signed a copy of his book after the reading,10
 ,10.492242,1961,Your father noticed what the author who the fans loved  signed a copy of his book after the reading,11
 signed,15.460392,1961,Your father noticed what the author who the fans loved  signed a copy of his book after the reading,12
 a,3.5677369,1961,Your father noticed what the author who the fans loved  signed a copy of his book after the reading,13
 copy,4.308899,1961,Your father noticed what the author who the fans loved  signed a copy of his book after the reading,14
 of,0.5238473,1961,Your father noticed what the author who the fans loved  signed a copy of his book after the reading,15
 his,0.99490696,1961,Your father noticed what the author who the fans loved  signed a copy of his book after the reading,16
 book,0.5004834,1961,Your father noticed what the author who the fans loved  signed a copy of his book after the reading,17
 after,6.597216,1961,Your father noticed what the author who the fans loved  signed a copy of his book after the reading,18
 the,1.3246341,1961,Your father noticed what the author who the fans loved  signed a copy of his book after the reading,19
 reading,2.4101417,1961,Your father noticed what the author who the fans loved  signed a copy of his book after the reading,20
Your,-0,1962,Your father noticed that the author who the fans loved  signed after the reading,1
 father,5.350428,1962,Your father noticed that the author who the fans loved  signed after the reading,2
 noticed,9.822263,1962,Your father noticed that the author who the fans loved  signed after the reading,3
 that,2.2205212,1962,Your father noticed that the author who the fans loved  signed after the reading,4
 the,2.4210067,1962,Your father noticed that the author who the fans loved  signed after the reading,5
 author,9.258223,1962,Your father noticed that the author who the fans loved  signed after the reading,6
 who,4.953143,1962,Your father noticed that the author who the fans loved  signed after the reading,7
 the,6.9314976,1962,Your father noticed that the author who the fans loved  signed after the reading,8
 fans,6.136622,1962,Your father noticed that the author who the fans loved  signed after the reading,9
 loved,3.2253044,1962,Your father noticed that the author who the fans loved  signed after the reading,10
 ,11.395772,1962,Your father noticed that the author who the fans loved  signed after the reading,11
 signed,17.367409,1962,Your father noticed that the author who the fans loved  signed after the reading,12
 after,8.704229,1962,Your father noticed that the author who the fans loved  signed after the reading,13
 the,1.3068188,1962,Your father noticed that the author who the fans loved  signed after the reading,14
 reading,8.42925,1962,Your father noticed that the author who the fans loved  signed after the reading,15
Your,-0,1963,Your father noticed what the author who the fans loved  signed after the reading,1
 father,5.351056,1963,Your father noticed what the author who the fans loved  signed after the reading,2
 noticed,9.813581,1963,Your father noticed what the author who the fans loved  signed after the reading,3
 what,5.271228,1963,Your father noticed what the author who the fans loved  signed after the reading,4
 the,3.4596064,1963,Your father noticed what the author who the fans loved  signed after the reading,5
 author,9.012512,1963,Your father noticed what the author who the fans loved  signed after the reading,6
 who,6.877031,1963,Your father noticed what the author who the fans loved  signed after the reading,7
 the,7.711216,1963,Your father noticed what the author who the fans loved  signed after the reading,8
 fans,6.6709914,1963,Your father noticed what the author who the fans loved  signed after the reading,9
 loved,3.6287196,1963,Your father noticed what the author who the fans loved  signed after the reading,10
 ,10.521168,1963,Your father noticed what the author who the fans loved  signed after the reading,11
 signed,15.557474,1963,Your father noticed what the author who the fans loved  signed after the reading,12
 after,6.329942,1963,Your father noticed what the author who the fans loved  signed after the reading,13
 the,1.3859493,1963,Your father noticed what the author who the fans loved  signed after the reading,14
 reading,5.871142,1963,Your father noticed what the author who the fans loved  signed after the reading,15
Your,-0,1964,Your father noticed that the reporters took photographs while the author signed a copy of his book after the reading,1
 father,5.3509116,1964,Your father noticed that the reporters took photographs while the author signed a copy of his book after the reading,2
 noticed,9.818925,1964,Your father noticed that the reporters took photographs while the author signed a copy of his book after the reading,3
 that,2.2183616,1964,Your father noticed that the reporters took photographs while the author signed a copy of his book after the reading,4
 the,2.4230695,1964,Your father noticed that the reporters took photographs while the author signed a copy of his book after the reading,5
 reporters,9.567052,1964,Your father noticed that the reporters took photographs while the author signed a copy of his book after the reading,6
 took,5.4325137,1964,Your father noticed that the reporters took photographs while the author signed a copy of his book after the reading,7
 photographs,4.55894,1964,Your father noticed that the reporters took photographs while the author signed a copy of his book after the reading,8
 while,4.9092445,1964,Your father noticed that the reporters took photographs while the author signed a copy of his book after the reading,9
 the,2.4641955,1964,Your father noticed that the reporters took photographs while the author signed a copy of his book after the reading,10
 author,10.258076,1964,Your father noticed that the reporters took photographs while the author signed a copy of his book after the reading,11
 signed,3.3041618,1964,Your father noticed that the reporters took photographs while the author signed a copy of his book after the reading,12
 a,3.9488761,1964,Your father noticed that the reporters took photographs while the author signed a copy of his book after the reading,13
 copy,1.1160332,1964,Your father noticed that the reporters took photographs while the author signed a copy of his book after the reading,14
 of,0.30189043,1964,Your father noticed that the reporters took photographs while the author signed a copy of his book after the reading,15
 his,0.848003,1964,Your father noticed that the reporters took photographs while the author signed a copy of his book after the reading,16
 book,0.31055784,1964,Your father noticed that the reporters took photographs while the author signed a copy of his book after the reading,17
 after,7.00046,1964,Your father noticed that the reporters took photographs while the author signed a copy of his book after the reading,18
 the,0.7150132,1964,Your father noticed that the reporters took photographs while the author signed a copy of his book after the reading,19
 reading,3.2690454,1964,Your father noticed that the reporters took photographs while the author signed a copy of his book after the reading,20
Your,-0,1965,Your father noticed what the reporters took photographs while the author signed a copy of his book after the reading,1
 father,5.3512235,1965,Your father noticed what the reporters took photographs while the author signed a copy of his book after the reading,2
 noticed,9.824132,1965,Your father noticed what the reporters took photographs while the author signed a copy of his book after the reading,3
 what,5.2617025,1965,Your father noticed what the reporters took photographs while the author signed a copy of his book after the reading,4
 the,3.4570053,1965,Your father noticed what the reporters took photographs while the author signed a copy of his book after the reading,5
 reporters,7.6763134,1965,Your father noticed what the reporters took photographs while the author signed a copy of his book after the reading,6
 took,5.849573,1965,Your father noticed what the reporters took photographs while the author signed a copy of his book after the reading,7
 photographs,5.930138,1965,Your father noticed what the reporters took photographs while the author signed a copy of his book after the reading,8
 while,9.882742,1965,Your father noticed what the reporters took photographs while the author signed a copy of his book after the reading,9
 the,2.877006,1965,Your father noticed what the reporters took photographs while the author signed a copy of his book after the reading,10
 author,9.648391,1965,Your father noticed what the reporters took photographs while the author signed a copy of his book after the reading,11
 signed,4.9242973,1965,Your father noticed what the reporters took photographs while the author signed a copy of his book after the reading,12
 a,3.214072,1965,Your father noticed what the reporters took photographs while the author signed a copy of his book after the reading,13
 copy,1.9614465,1965,Your father noticed what the reporters took photographs while the author signed a copy of his book after the reading,14
 of,0.35474768,1965,Your father noticed what the reporters took photographs while the author signed a copy of his book after the reading,15
 his,1.0126729,1965,Your father noticed what the reporters took photographs while the author signed a copy of his book after the reading,16
 book,0.3809387,1965,Your father noticed what the reporters took photographs while the author signed a copy of his book after the reading,17
 after,6.124985,1965,Your father noticed what the reporters took photographs while the author signed a copy of his book after the reading,18
 the,0.7819934,1965,Your father noticed what the reporters took photographs while the author signed a copy of his book after the reading,19
 reading,4.090636,1965,Your father noticed what the reporters took photographs while the author signed a copy of his book after the reading,20
Your,-0,1966,Your father noticed that the reporters took photographs while the author signed after the reading,1
 father,5.35087,1966,Your father noticed that the reporters took photographs while the author signed after the reading,2
 noticed,9.8234625,1966,Your father noticed that the reporters took photographs while the author signed after the reading,3
 that,2.2192438,1966,Your father noticed that the reporters took photographs while the author signed after the reading,4
 the,2.4222026,1966,Your father noticed that the reporters took photographs while the author signed after the reading,5
 reporters,9.564125,1966,Your father noticed that the reporters took photographs while the author signed after the reading,6
 took,5.4307747,1966,Your father noticed that the reporters took photographs while the author signed after the reading,7
 photographs,4.555823,1966,Your father noticed that the reporters took photographs while the author signed after the reading,8
 while,4.9089556,1966,Your father noticed that the reporters took photographs while the author signed after the reading,9
 the,2.4680712,1966,Your father noticed that the reporters took photographs while the author signed after the reading,10
 author,10.276618,1966,Your father noticed that the reporters took photographs while the author signed after the reading,11
 signed,3.3086226,1966,Your father noticed that the reporters took photographs while the author signed after the reading,12
 after,9.545013,1966,Your father noticed that the reporters took photographs while the author signed after the reading,13
 the,0.56276244,1966,Your father noticed that the reporters took photographs while the author signed after the reading,14
 reading,1.8892096,1966,Your father noticed that the reporters took photographs while the author signed after the reading,15
Your,-0,1967,Your father noticed what the reporters took photographs while the author signed after the reading,1
 father,5.350785,1967,Your father noticed what the reporters took photographs while the author signed after the reading,2
 noticed,9.820216,1967,Your father noticed what the reporters took photographs while the author signed after the reading,3
 what,5.2616315,1967,Your father noticed what the reporters took photographs while the author signed after the reading,4
 the,3.4599512,1967,Your father noticed what the reporters took photographs while the author signed after the reading,5
 reporters,7.673529,1967,Your father noticed what the reporters took photographs while the author signed after the reading,6
 took,5.84612,1967,Your father noticed what the reporters took photographs while the author signed after the reading,7
 photographs,5.9229856,1967,Your father noticed what the reporters took photographs while the author signed after the reading,8
 while,9.888922,1967,Your father noticed what the reporters took photographs while the author signed after the reading,9
 the,2.8806553,1967,Your father noticed what the reporters took photographs while the author signed after the reading,10
 author,9.63624,1967,Your father noticed what the reporters took photographs while the author signed after the reading,11
 signed,4.9434385,1967,Your father noticed what the reporters took photographs while the author signed after the reading,12
 after,8.772174,1967,Your father noticed what the reporters took photographs while the author signed after the reading,13
 the,0.6063277,1967,Your father noticed what the reporters took photographs while the author signed after the reading,14
 reading,3.4531908,1967,Your father noticed what the reporters took photographs while the author signed after the reading,15
The,-0,1968,The report described that the guard who was sleeping on the job lost track of a lion in the park,1
 report,6.0827146,1968,The report described that the guard who was sleeping on the job lost track of a lion in the park,2
 described,6.4123,1968,The report described that the guard who was sleeping on the job lost track of a lion in the park,3
 that,4.9716635,1968,The report described that the guard who was sleeping on the job lost track of a lion in the park,4
 the,1.4122237,1968,The report described that the guard who was sleeping on the job lost track of a lion in the park,5
 guard,8.60424,1968,The report described that the guard who was sleeping on the job lost track of a lion in the park,6
 who,3.5804548,1968,The report described that the guard who was sleeping on the job lost track of a lion in the park,7
 was,1.4266827,1968,The report described that the guard who was sleeping on the job lost track of a lion in the park,8
 sleeping,5.6665,1968,The report described that the guard who was sleeping on the job lost track of a lion in the park,9
 on,1.8330239,1968,The report described that the guard who was sleeping on the job lost track of a lion in the park,10
 the,0.8926104,1968,The report described that the guard who was sleeping on the job lost track of a lion in the park,11
 job,1.01979,1968,The report described that the guard who was sleeping on the job lost track of a lion in the park,12
 lost,5.487317,1968,The report described that the guard who was sleeping on the job lost track of a lion in the park,13
 track,4.8202133,1968,The report described that the guard who was sleeping on the job lost track of a lion in the park,14
 of,0.022422098,1968,The report described that the guard who was sleeping on the job lost track of a lion in the park,15
 a,3.8497496,1968,The report described that the guard who was sleeping on the job lost track of a lion in the park,16
 lion,10.216476,1968,The report described that the guard who was sleeping on the job lost track of a lion in the park,17
 in,3.4766247,1968,The report described that the guard who was sleeping on the job lost track of a lion in the park,18
 the,0.8031589,1968,The report described that the guard who was sleeping on the job lost track of a lion in the park,19
 park,2.9263422,1968,The report described that the guard who was sleeping on the job lost track of a lion in the park,20
The,-0,1969,The report described what the guard who was sleeping on the job lost track of a lion in the park,1
 report,6.08237,1969,The report described what the guard who was sleeping on the job lost track of a lion in the park,2
 described,6.4065976,1969,The report described what the guard who was sleeping on the job lost track of a lion in the park,3
 what,4.988209,1969,The report described what the guard who was sleeping on the job lost track of a lion in the park,4
 the,2.7476845,1969,The report described what the guard who was sleeping on the job lost track of a lion in the park,5
 guard,8.456503,1969,The report described what the guard who was sleeping on the job lost track of a lion in the park,6
 who,4.8229938,1969,The report described what the guard who was sleeping on the job lost track of a lion in the park,7
 was,2.02827,1969,The report described what the guard who was sleeping on the job lost track of a lion in the park,8
 sleeping,6.5625315,1969,The report described what the guard who was sleeping on the job lost track of a lion in the park,9
 on,2.1189313,1969,The report described what the guard who was sleeping on the job lost track of a lion in the park,10
 the,0.83282745,1969,The report described what the guard who was sleeping on the job lost track of a lion in the park,11
 job,0.5592304,1969,The report described what the guard who was sleeping on the job lost track of a lion in the park,12
 lost,9.91946,1969,The report described what the guard who was sleeping on the job lost track of a lion in the park,13
 track,6.5792074,1969,The report described what the guard who was sleeping on the job lost track of a lion in the park,14
 of,0.028634882,1969,The report described what the guard who was sleeping on the job lost track of a lion in the park,15
 a,4.925493,1969,The report described what the guard who was sleeping on the job lost track of a lion in the park,16
 lion,10.600014,1969,The report described what the guard who was sleeping on the job lost track of a lion in the park,17
 in,3.2980993,1969,The report described what the guard who was sleeping on the job lost track of a lion in the park,18
 the,0.85059166,1969,The report described what the guard who was sleeping on the job lost track of a lion in the park,19
 park,3.461542,1969,The report described what the guard who was sleeping on the job lost track of a lion in the park,20
The,-0,1970,The report described that the guard who was sleeping on the job lost track of in the park,1
 report,6.0822353,1970,The report described that the guard who was sleeping on the job lost track of in the park,2
 described,6.419479,1970,The report described that the guard who was sleeping on the job lost track of in the park,3
 that,4.9793425,1970,The report described that the guard who was sleeping on the job lost track of in the park,4
 the,1.4103148,1970,The report described that the guard who was sleeping on the job lost track of in the park,5
 guard,8.607907,1970,The report described that the guard who was sleeping on the job lost track of in the park,6
 who,3.578182,1970,The report described that the guard who was sleeping on the job lost track of in the park,7
 was,1.4228919,1970,The report described that the guard who was sleeping on the job lost track of in the park,8
 sleeping,5.6719437,1970,The report described that the guard who was sleeping on the job lost track of in the park,9
 on,1.8297318,1970,The report described that the guard who was sleeping on the job lost track of in the park,10
 the,0.89025706,1970,The report described that the guard who was sleeping on the job lost track of in the park,11
 job,1.0202786,1970,The report described that the guard who was sleeping on the job lost track of in the park,12
 lost,5.488223,1970,The report described that the guard who was sleeping on the job lost track of in the park,13
 track,4.8357935,1970,The report described that the guard who was sleeping on the job lost track of in the park,14
 of,0.02225223,1970,The report described that the guard who was sleeping on the job lost track of in the park,15
 in,9.7389345,1970,The report described that the guard who was sleeping on the job lost track of in the park,16
 the,3.0542922,1970,The report described that the guard who was sleeping on the job lost track of in the park,17
 park,7.074806,1970,The report described that the guard who was sleeping on the job lost track of in the park,18
The,-0,1971,The report described what the guard who was sleeping on the job lost track of in the park,1
 report,6.0819354,1971,The report described what the guard who was sleeping on the job lost track of in the park,2
 described,6.414537,1971,The report described what the guard who was sleeping on the job lost track of in the park,3
 what,4.99159,1971,The report described what the guard who was sleeping on the job lost track of in the park,4
 the,2.744647,1971,The report described what the guard who was sleeping on the job lost track of in the park,5
 guard,8.46476,1971,The report described what the guard who was sleeping on the job lost track of in the park,6
 who,4.8376207,1971,The report described what the guard who was sleeping on the job lost track of in the park,7
 was,2.039326,1971,The report described what the guard who was sleeping on the job lost track of in the park,8
 sleeping,6.5636015,1971,The report described what the guard who was sleeping on the job lost track of in the park,9
 on,2.1147366,1971,The report described what the guard who was sleeping on the job lost track of in the park,10
 the,0.82195836,1971,The report described what the guard who was sleeping on the job lost track of in the park,11
 job,0.55689406,1971,The report described what the guard who was sleeping on the job lost track of in the park,12
 lost,9.927521,1971,The report described what the guard who was sleeping on the job lost track of in the park,13
 track,6.576663,1971,The report described what the guard who was sleeping on the job lost track of in the park,14
 of,0.028282324,1971,The report described what the guard who was sleeping on the job lost track of in the park,15
 in,3.4886408,1971,The report described what the guard who was sleeping on the job lost track of in the park,16
 the,0.9241121,1971,The report described what the guard who was sleeping on the job lost track of in the park,17
 park,6.9909167,1971,The report described what the guard who was sleeping on the job lost track of in the park,18
The,-0,1972,The report described that the police responded quickly after the guard lost track of a lion in the park,1
 report,6.0824966,1972,The report described that the police responded quickly after the guard lost track of a lion in the park,2
 described,6.4187055,1972,The report described that the police responded quickly after the guard lost track of a lion in the park,3
 that,4.963135,1972,The report described that the police responded quickly after the guard lost track of a lion in the park,4
 the,1.4122583,1972,The report described that the police responded quickly after the guard lost track of a lion in the park,5
 police,5.323533,1972,The report described that the police responded quickly after the guard lost track of a lion in the park,6
 responded,5.611915,1972,The report described that the police responded quickly after the guard lost track of a lion in the park,7
 quickly,3.3276513,1972,The report described that the police responded quickly after the guard lost track of a lion in the park,8
 after,3.0749424,1972,The report described that the police responded quickly after the guard lost track of a lion in the park,9
 the,0.78105813,1972,The report described that the police responded quickly after the guard lost track of a lion in the park,10
 guard,7.927073,1972,The report described that the police responded quickly after the guard lost track of a lion in the park,11
 lost,6.506542,1972,The report described that the police responded quickly after the guard lost track of a lion in the park,12
 track,5.2309413,1972,The report described that the police responded quickly after the guard lost track of a lion in the park,13
 of,0.014707697,1972,The report described that the police responded quickly after the guard lost track of a lion in the park,14
 a,4.637704,1972,The report described that the police responded quickly after the guard lost track of a lion in the park,15
 lion,9.871073,1972,The report described that the police responded quickly after the guard lost track of a lion in the park,16
 in,2.6248765,1972,The report described that the police responded quickly after the guard lost track of a lion in the park,17
 the,0.5516979,1972,The report described that the police responded quickly after the guard lost track of a lion in the park,18
 park,2.8485434,1972,The report described that the police responded quickly after the guard lost track of a lion in the park,19
The,-0,1973,The report described what the police responded quickly after the guard lost track of a lion in the park,1
 report,6.082541,1973,The report described what the police responded quickly after the guard lost track of a lion in the park,2
 described,6.4181824,1973,The report described what the police responded quickly after the guard lost track of a lion in the park,3
 what,4.9893703,1973,The report described what the police responded quickly after the guard lost track of a lion in the park,4
 the,2.7408242,1973,The report described what the police responded quickly after the guard lost track of a lion in the park,5
 police,5.287642,1973,The report described what the police responded quickly after the guard lost track of a lion in the park,6
 responded,8.360717,1973,The report described what the police responded quickly after the guard lost track of a lion in the park,7
 quickly,10.754472,1973,The report described what the police responded quickly after the guard lost track of a lion in the park,8
 after,3.7153602,1973,The report described what the police responded quickly after the guard lost track of a lion in the park,9
 the,0.82925254,1973,The report described what the police responded quickly after the guard lost track of a lion in the park,10
 guard,8.356332,1973,The report described what the police responded quickly after the guard lost track of a lion in the park,11
 lost,6.3613825,1973,The report described what the police responded quickly after the guard lost track of a lion in the park,12
 track,4.768892,1973,The report described what the police responded quickly after the guard lost track of a lion in the park,13
 of,0.075104736,1973,The report described what the police responded quickly after the guard lost track of a lion in the park,14
 a,4.280042,1973,The report described what the police responded quickly after the guard lost track of a lion in the park,15
 lion,9.824344,1973,The report described what the police responded quickly after the guard lost track of a lion in the park,16
 in,2.577042,1973,The report described what the police responded quickly after the guard lost track of a lion in the park,17
 the,0.5736571,1973,The report described what the police responded quickly after the guard lost track of a lion in the park,18
 park,2.9885986,1973,The report described what the police responded quickly after the guard lost track of a lion in the park,19
The,-0,1974,The report described that the police responded quickly after the guard lost track of in the park,1
 report,6.0824013,1974,The report described that the police responded quickly after the guard lost track of in the park,2
 described,6.4185114,1974,The report described that the police responded quickly after the guard lost track of in the park,3
 that,4.96463,1974,The report described that the police responded quickly after the guard lost track of in the park,4
 the,1.4117618,1974,The report described that the police responded quickly after the guard lost track of in the park,5
 police,5.3216777,1974,The report described that the police responded quickly after the guard lost track of in the park,6
 responded,5.615566,1974,The report described that the police responded quickly after the guard lost track of in the park,7
 quickly,3.333079,1974,The report described that the police responded quickly after the guard lost track of in the park,8
 after,3.0671146,1974,The report described that the police responded quickly after the guard lost track of in the park,9
 the,0.78416896,1974,The report described that the police responded quickly after the guard lost track of in the park,10
 guard,7.930545,1974,The report described that the police responded quickly after the guard lost track of in the park,11
 lost,6.5046773,1974,The report described that the police responded quickly after the guard lost track of in the park,12
 track,5.235963,1974,The report described that the police responded quickly after the guard lost track of in the park,13
 of,0.01491404,1974,The report described that the police responded quickly after the guard lost track of in the park,14
 in,10.303483,1974,The report described that the police responded quickly after the guard lost track of in the park,15
 the,1.5078137,1974,The report described that the police responded quickly after the guard lost track of in the park,16
 park,4.6328006,1974,The report described that the police responded quickly after the guard lost track of in the park,17
The,-0,1975,The report described what the police responded quickly after the guard lost track of in the park,1
 report,6.0826354,1975,The report described what the police responded quickly after the guard lost track of in the park,2
 described,6.405866,1975,The report described what the police responded quickly after the guard lost track of in the park,3
 what,4.987616,1975,The report described what the police responded quickly after the guard lost track of in the park,4
 the,2.7354093,1975,The report described what the police responded quickly after the guard lost track of in the park,5
 police,5.2869725,1975,The report described what the police responded quickly after the guard lost track of in the park,6
 responded,8.360746,1975,The report described what the police responded quickly after the guard lost track of in the park,7
 quickly,10.73527,1975,The report described what the police responded quickly after the guard lost track of in the park,8
 after,3.704248,1975,The report described what the police responded quickly after the guard lost track of in the park,9
 the,0.8286534,1975,The report described what the police responded quickly after the guard lost track of in the park,10
