token,logprob,offset,line 
 over,-5.7909966,68,4423
 the,-1.6343656,73,4423
 summer,-3.1283817,77,4423
 .,-7.8493643,84,4423
The,,0,4424
 mayor,-8.038083,3,4424
 told,-4.895337,9,4424
 me,-2.687614,14,4424
 that,-1.3653429,17,4424
 the,-2.035324,22,4424
 town,-5.033224,26,4424
 clerk,-5.459734,31,4424
 acknowledged,-9.959342,37,4424
 that,-0.9329012,50,4424
 the,-1.5067784,55,4424
 town,-2.5267668,59,4424
 repaired,-13.072472,64,4424
 the,-0.62335116,73,4424
 parking,-5.2276926,77,4424
 lot,-0.26239946,85,4424
 over,-5.662119,89,4424
 the,-0.507106,94,4424
 summer,-2.6680446,98,4424
 .,-8.384603,105,4424
The,,0,4425
 mayor,-8.037872,3,4425
 told,-4.8948975,9,4425
 me,-2.6829748,14,4425
 what,-5.0545278,17,4425
 the,-3.1488202,22,4425
 town,-5.320313,26,4425
 clerk,-6.114632,31,4425
 acknowledged,-12.083659,37,4425
 that,-3.9246984,50,4425
 the,-1.7938838,55,4425
 town,-2.0246475,59,4425
 repaired,-12.983292,64,4425
 the,-0.72659504,73,4425
 parking,-5.165501,77,4425
 lot,-0.32230783,85,4425
 over,-5.7503343,89,4425
 the,-0.56092066,94,4425
 summer,-2.2542148,98,4425
 .,-7.8942103,105,4425
The,,0,4426
 mayor,-8.038164,3,4426
 told,-4.8943663,9,4426
 me,-2.683868,14,4426
 that,-1.3655797,17,4426
 the,-2.035837,22,4426
 town,-5.034558,26,4426
 clerk,-5.4522896,31,4426
 acknowledged,-9.956965,37,4426
 that,-0.93438315,50,4426
 the,-1.5054386,55,4426
 town,-2.538872,59,4426
 repaired,-13.067665,64,4426
 over,-7.110179,73,4426
 the,-2.5921333,78,4426
 summer,-4.225062,82,4426
 .,-8.5804825,89,4426
The,,0,4427
 mayor,-8.038164,3,4427
 told,-4.8943663,9,4427
 me,-2.683868,14,4427
 what,-5.0548005,17,4427
 the,-3.1508653,22,4427
 town,-5.3204145,26,4427
 clerk,-6.110252,31,4427
 acknowledged,-12.092671,37,4427
 that,-3.933673,50,4427
 the,-1.7910411,55,4427
 town,-2.0312567,59,4427
 repaired,-12.972823,64,4427
 over,-6.3696265,73,4427
 the,-1.9849713,78,4427
 summer,-3.7279937,82,4427
 .,-7.7131667,89,4427
The,,0,4428
 mayor,-8.03811,3,4428
 told,-4.892074,9,4428
 me,-2.684572,14,4428
 that,-1.3670204,17,4428
 the,-2.0353897,22,4428
 town,-5.0412207,26,4428
 clerk,-5.455983,31,4428
 acknowledged,-9.96145,37,4428
 whether,-10.605657,50,4428
 the,-2.095501,58,4428
 town,-3.151482,62,4428
 repaired,-11.640236,67,4428
 the,-0.6582711,76,4428
 parking,-5.713206,80,4428
 lot,-0.36807024,88,4428
 over,-6.8476152,92,4428
 the,-0.4271058,97,4428
 summer,-3.1026843,101,4428
 .,-8.5521555,108,4428
The,,0,4429
 mayor,-8.03811,3,4429
 told,-4.892074,9,4429
 me,-2.684572,14,4429
 what,-5.0536695,17,4429
 the,-3.146613,22,4429
 town,-5.3221526,26,4429
 clerk,-6.1181893,31,4429
 acknowledged,-12.0771265,37,4429
 whether,-13.020884,50,4429
 the,-3.1063206,58,4429
 town,-1.636685,62,4429
 repaired,-12.327517,67,4429
 the,-0.70174056,76,4429
 parking,-5.2124257,80,4429
 lot,-0.51189405,88,4429
 over,-6.829399,92,4429
 the,-0.5563158,97,4429
 summer,-3.0818062,101,4429
 .,-7.89215,108,4429
The,,0,4430
 mayor,-8.038482,3,4430
 told,-4.8969736,9,4430
 me,-2.681571,14,4430
 that,-1.3637373,17,4430
 the,-2.0358982,22,4430
 town,-5.030126,26,4430
 clerk,-5.4641395,31,4430
 acknowledged,-9.960419,37,4430
 whether,-10.603075,50,4430
 the,-2.0954945,58,4430
 town,-3.1461794,62,4430
 repaired,-11.663539,67,4430
 over,-8.520846,76,4430
 the,-1.1686648,81,4430
 summer,-4.742451,85,4430
 .,-8.425118,92,4430
The,,0,4431
 mayor,-8.037938,3,4431
 told,-4.8932433,9,4431
 me,-2.6870105,14,4431
 what,-5.057748,17,4431
 the,-3.1480844,22,4431
 town,-5.327654,26,4431
 clerk,-6.1189837,31,4431
 acknowledged,-12.083649,37,4431
 whether,-13.025111,50,4431
 the,-3.1082513,58,4431
 town,-1.639887,62,4431
 repaired,-12.356969,67,4431
 over,-7.9846716,76,4431
 the,-1.4437504,81,4431
 summer,-4.891318,85,4431
 .,-7.81681,92,4431
My,,0,4432
 friend,-4.2517133,2,4432
 remembers,-9.252812,9,4432
 that,-2.1515474,19,4432
 the,-2.3682342,24,4432
 senator,-10.022762,28,4432
 testified,-10.308584,36,4432
 the,-4.758488,46,4432
 government,-5.138924,50,4432
 collected,-8.431846,61,4432
 personal,-6.1070323,71,4432
 data,-1.1116935,80,4432
 over,-6.93856,85,4432
 the,-1.248653,90,4432
 past,-3.8709636,94,4432
 decade,-2.4011805,99,4432
 .,-8.8613615,106,4432
My,,0,4433
 friend,-4.2517133,2,4433
 remembers,-9.252812,9,4433
 what,-5.2090154,19,4433
 the,-3.1548996,24,4433
 senator,-9.110596,28,4433
 testified,-10.758453,36,4433
 the,-4.948453,46,4433
 government,-6.0614696,50,4433
 collected,-8.695036,61,4433
 personal,-10.363884,71,4433
 data,-1.3593718,80,4433
 over,-6.256257,85,4433
 the,-1.9538983,90,4433
 past,-2.8842854,94,4433
 decade,-2.5148668,99,4433
 .,-7.6469674,106,4433
My,,0,4434
 friend,-4.25121,2,4434
 remembers,-9.255396,9,4434
 that,-2.1636448,19,4434
 the,-2.367212,24,4434
 senator,-10.044262,28,4434
 testified,-10.294787,36,4434
 the,-4.7343216,46,4434
 government,-5.145119,50,4434
 collected,-8.427751,61,4434
 over,-6.770284,71,4434
 the,-5.053622,76,4434
 past,-3.4505298,80,4434
 decade,-2.769942,85,4434
 .,-8.872386,92,4434
My,,0,4435
 friend,-4.2513165,2,4435
 remembers,-9.25991,9,4435
 what,-5.206737,19,4435
 the,-3.1590793,24,4435
 senator,-9.106953,28,4435
 testified,-10.760836,36,4435
 the,-4.9741926,46,4435
 government,-6.087788,50,4435
 collected,-8.683401,61,4435
 over,-5.930217,71,4435
 the,-1.7504054,76,4435
 past,-2.5760093,80,4435
 decade,-3.1120105,85,4435
 .,-7.6257377,92,4435
My,,0,4436
 friend,-4.251806,2,4436
 remembers,-9.259194,9,4436
 that,-2.1610756,19,4436
 the,-2.3679502,24,4436
 senator,-10.042148,28,4436
 testified,-10.296518,36,4436
 that,-1.1617482,46,4436
 the,-2.1816475,51,4436
 government,-4.79036,55,4436
 collected,-8.353789,66,4436
 personal,-6.1831136,76,4436
 data,-1.1620853,85,4436
 over,-7.3064814,90,4436
 the,-1.0001342,95,4436
 past,-4.0358257,99,4436
 decade,-2.645603,104,4436
 .,-8.510492,111,4436
My,,0,4437
 friend,-4.251726,2,4437
 remembers,-9.264073,9,4437
 what,-5.211359,19,4437
 the,-3.157478,24,4437
 senator,-9.111465,28,4437
 testified,-10.738423,36,4437
 that,-4.284105,46,4437
 the,-3.4895988,51,4437
 government,-5.5209556,55,4437
 collected,-8.615164,66,4437
 personal,-6.1947227,76,4437
 data,-1.1348387,85,4437
 over,-6.610256,90,4437
 the,-1.4098622,95,4437
 past,-3.2749352,99,4437
 decade,-2.656409,104,4437
 .,-8.047778,111,4437
My,,0,4438
 friend,-4.2513733,2,4438
 remembers,-9.259276,9,4438
 that,-2.1611314,19,4438
 the,-2.3662624,24,4438
 senator,-10.0448265,28,4438
 testified,-10.311438,36,4438
 that,-1.1631637,46,4438
 the,-2.183897,51,4438
 government,-4.7987375,55,4438
 collected,-8.3510065,66,4438
 over,-6.5823956,76,4438
 the,-4.510129,81,4438
 past,-3.5527945,85,4438
 decade,-2.8312352,90,4438
 .,-8.484637,97,4438
My,,0,4439
 friend,-4.2517133,2,4439
 remembers,-9.252811,9,4439
 what,-5.2090197,19,4439
 the,-3.154901,24,4439
 senator,-9.110594,28,4439
 testified,-10.758451,36,4439
 that,-4.252996,46,4439
 the,-3.4930153,51,4439
 government,-5.523966,55,4439
 collected,-8.629257,66,4439
 over,-5.7958016,76,4439
 the,-2.870924,81,4439
 past,-2.5451348,85,4439
 decade,-3.2555058,90,4439
 .,-7.624276,97,4439
My,,0,4440
 friend,-4.251806,2,4440
 remembers,-9.259194,9,4440
 that,-2.1610756,19,4440
 the,-2.3679502,24,4440
 senator,-10.042148,28,4440
 testified,-10.296518,36,4440
 whether,-10.38033,46,4440
 the,-2.7172277,54,4440
 government,-4.4608817,58,4440
 collected,-7.890073,69,4440
 personal,-5.3322473,79,4440
 data,-0.87567306,88,4440
 over,-5.861384,93,4440
 the,-0.8792825,98,4440
 past,-5.24583,102,4440
 decade,-3.2199543,107,4440
 .,-7.7797737,114,4440
My,,0,4441
 friend,-4.251806,2,4441
 remembers,-9.259194,9,4441
 what,-5.211174,19,4441
 the,-3.1553597,24,4441
 senator,-9.111447,28,4441
 testified,-10.747462,36,4441
 whether,-11.136248,46,4441
 the,-3.0972638,54,4441
 government,-5.6301365,58,4441
 collected,-8.291337,69,4441
 personal,-8.511022,79,4441
 data,-2.1472461,88,4441
 over,-6.1897564,93,4441
 the,-1.2842553,98,4441
 past,-3.8593657,102,4441
 decade,-3.1234162,107,4441
 .,-7.2894955,114,4441
My,,0,4442
 friend,-4.2513733,2,4442
 remembers,-9.259276,9,4442
 that,-2.161134,19,4442
 the,-2.3662627,24,4442
 senator,-10.0448265,28,4442
 testified,-10.3114395,36,4442
 whether,-10.374927,46,4442
 the,-2.7202775,54,4442
 government,-4.444367,58,4442
 collected,-7.9119353,69,4442
 over,-9.1749525,79,4442
 the,-2.870331,84,4442
 past,-3.3627226,88,4442
 decade,-3.767139,93,4442
 .,-10.844612,100,4442
My,,0,4443
 friend,-4.25121,2,4443
 remembers,-9.255396,9,4443
 what,-5.2105117,19,4443
 the,-3.1560733,24,4443
 senator,-9.109251,28,4443
 testified,-10.758751,36,4443
 whether,-11.143837,46,4443
 the,-3.077039,54,4443
 government,-5.626519,58,4443
 collected,-8.303612,69,4443
 over,-9.228992,79,4443
 the,-2.9090827,84,4443
 past,-3.1110044,88,4443
 decade,-3.3189256,93,4443
 .,-8.338149,100,4443
The,,0,4444
 newspaper,-8.602887,3,4444
 said,-2.277682,13,4444
 that,-1.8078829,18,4444
 the,-1.6183387,23,4444
 bureaucr,-12.290533,27,4444
at,-0.008095602,36,4444
 testified,-9.087413,38,4444
 the,-4.4527335,48,4444
 manager,-8.402095,52,4444
 followed,-7.6457915,60,4444
 company,-4.12833,69,4444
 regulations,-4.675955,77,4444
 during,-4.140262,89,4444
 the,-0.26999366,96,4444
 financial,-8.50137,100,4444
 crisis,-0.9592243,110,4444
 .,-9.070347,117,4444
The,,0,4445
 newspaper,-8.602701,3,4445
 said,-2.27972,13,4445
 what,-8.221476,18,4445
 the,-2.8030167,23,4445
 bureaucr,-11.207742,27,4445
at,-0.014803996,36,4445
 testified,-8.123265,38,4445
 the,-7.0405903,48,4445
 manager,-8.296148,52,4445
 followed,-9.763174,60,4445
 company,-5.128826,69,4445
 regulations,-5.076736,77,4445
 during,-5.3750086,89,4445
 the,-0.24590762,96,4445
 financial,-9.386143,100,4445
 crisis,-0.76694524,110,4445
 .,-8.676994,117,4445
The,,0,4446
 newspaper,-8.6021185,3,4446
 said,-2.2752957,13,4446
 that,-1.8054308,18,4446
 the,-1.6221918,23,4446
 bureaucr,-12.301944,27,4446
at,-0.0081878435,36,4446
 testified,-9.101468,38,4446
 the,-4.458963,48,4446
 manager,-8.3946,52,4446
 followed,-7.6495824,60,4446
 during,-11.315593,69,4446
 the,-0.6543098,76,4446
 financial,-8.209362,80,4446
 crisis,-1.4510847,90,4446
 .,-8.8912945,97,4446
The,,0,4447
 newspaper,-8.602599,3,4447
 said,-2.2808099,13,4447
 what,-8.218473,18,4447
 the,-2.8063111,23,4447
 bureaucr,-11.212769,27,4447
at,-0.015132467,36,4447
 testified,-8.124865,38,4447
 the,-7.042831,48,4447
 manager,-8.291031,52,4447
 followed,-9.750555,60,4447
 during,-6.8989124,69,4447
 the,-0.49189258,76,4447
 financial,-8.325891,80,4447
 crisis,-1.8776051,90,4447
 .,-10.713001,97,4447
The,,0,4448
 newspaper,-8.602291,3,4448
 said,-2.2776408,13,4448
 that,-1.8069664,18,4448
 the,-1.620062,23,4448
 bureaucr,-12.286511,27,4448
at,-0.008015448,36,4448
 testified,-9.087235,38,4448
 that,-0.74630404,48,4448
 the,-1.8243111,53,4448
 manager,-8.471846,57,4448
 followed,-7.7498536,65,4448
 company,-4.1547103,74,4448
 regulations,-4.559752,82,4448
 during,-4.331608,94,4448
 the,-0.23693399,101,4448
 financial,-8.717303,105,4448
 crisis,-0.79858196,115,4448
 .,-9.046295,122,4448
The,,0,4449
 newspaper,-8.602291,3,4449
 said,-2.2776408,13,4449
 what,-8.219289,18,4449
 the,-2.8011072,23,4449
 bureaucr,-11.209173,27,4449
at,-0.014938242,36,4449
 testified,-8.111029,38,4449
 that,-5.6807833,48,4449
 the,-2.1407862,53,4449
 manager,-8.701205,57,4449
 followed,-7.731673,65,4449
 company,-4.455811,74,4449
 regulations,-4.582987,82,4449
 during,-4.658685,94,4449
 the,-0.24420539,101,4449
 financial,-9.093059,105,4449
 crisis,-0.84062785,115,4449
 .,-8.578605,122,4449
The,,0,4450
 newspaper,-8.602529,3,4450
 said,-2.2806613,13,4450
 that,-1.8079787,18,4450
 the,-1.6197131,23,4450
 bureaucr,-12.28989,27,4450
at,-0.008204552,36,4450
 testified,-9.086579,38,4450
 that,-0.74541956,48,4450
 the,-1.8228621,53,4450
 manager,-8.459003,57,4450
 followed,-7.7406726,65,4450
 during,-11.388312,74,4450
 the,-0.62526524,81,4450
 financial,-8.442691,85,4450
 crisis,-1.4522291,95,4450
 .,-8.691148,102,4450
The,,0,4451
 newspaper,-8.602655,3,4451
 said,-2.2792516,13,4451
 what,-8.22032,18,4451
 the,-2.8006957,23,4451
 bureaucr,-11.209399,27,4451
at,-0.015335934,36,4451
 testified,-8.135243,38,4451
 that,-5.6747994,48,4451
 the,-2.1426432,53,4451
 manager,-8.686624,57,4451
 followed,-7.7356744,65,4451
 during,-9.756724,74,4451
 the,-0.50873524,81,4451
 financial,-7.5071235,85,4451
 crisis,-1.8562846,95,4451
 .,-10.226105,102,4451
The,,0,4452
 newspaper,-8.602253,3,4452
 said,-2.2777267,13,4452
 that,-1.8070811,18,4452
 the,-1.619652,23,4452
 bureaucr,-12.299425,27,4452
at,-0.008022419,36,4452
 testified,-9.081754,38,4452
 whether,-11.982301,48,4452
 the,-1.594413,56,4452
 manager,-9.340266,60,4452
 followed,-6.7765603,68,4452
 company,-5.385667,77,4452
 regulations,-3.5088115,85,4452
 during,-4.075787,97,4452
 the,-0.6094804,104,4452
 financial,-7.545531,108,4452
 crisis,-0.91636604,118,4452
 .,-8.847339,125,4452
The,,0,4453
 newspaper,-8.602496,3,4453
 said,-2.2801363,13,4453
 what,-8.219553,18,4453
 the,-2.8000917,23,4453
 bureaucr,-11.211482,27,4453
at,-0.014833639,36,4453
 testified,-8.11786,38,4453
 whether,-13.908393,48,4453
 the,-1.8517708,56,4453
 manager,-9.290229,60,4453
 followed,-6.2367115,68,4453
 company,-5.310266,77,4453
 regulations,-4.0237284,85,4453
 during,-4.744083,97,4453
 the,-0.40685773,104,4453
 financial,-7.9455285,108,4453
 crisis,-0.9162311,118,4453
 .,-8.479788,125,4453
The,,0,4454
 newspaper,-8.602727,3,4454
 said,-2.2785065,13,4454
 that,-1.8059587,18,4454
 the,-1.620281,23,4454
 bureaucr,-12.29723,27,4454
at,-0.008034856,36,4454
 testified,-9.069298,38,4454
 whether,-11.990685,48,4454
 the,-1.5955069,56,4454
 manager,-9.339622,60,4454
 followed,-6.7741385,68,4454
 during,-10.834447,77,4454
 the,-0.5088716,84,4454
 financial,-6.993345,88,4454
 crisis,-1.3296547,98,4454
 .,-7.385698,105,4454
The,,0,4455
 newspaper,-8.602655,3,4455
 said,-2.2792516,13,4455
 what,-8.22032,18,4455
 the,-2.8006957,23,4455
 bureaucr,-11.209399,27,4455
at,-0.015335934,36,4455
 testified,-8.135243,38,4455
 whether,-13.893113,48,4455
 the,-1.8521852,56,4455
 manager,-9.31456,60,4455
 followed,-6.2134457,68,4455
 during,-10.751121,77,4455
 the,-0.54206127,84,4455
 financial,-7.179563,88,4455
 crisis,-1.7092317,98,4455
 .,-8.215887,105,4455
Our,,0,4456
 neighbor,-9.056082,3,4456
 said,-4.6368604,12,4456
 that,-1.9183091,17,4456
 the,-2.1332104,22,4456
 professor,-8.91221,26,4456
 knows,-7.318955,36,4456
 the,-2.5169327,42,4456
 student,-6.073529,46,4456
 hated,-12.529321,54,4456
 the,-1.8763268,60,4456
 assigned,-9.64781,64,4456
 materials,-6.594956,73,4456
 last,-8.4393015,83,4456
 semester,-0.8047379,88,4456
 .,-7.9986277,97,4456
Our,,0,4457
 neighbor,-9.056082,3,4457
 said,-4.6368575,12,4457
 what,-7.0214443,17,4457
 the,-3.3307705,22,4457
 professor,-9.470056,26,4457
 knows,-7.857861,36,4457
 the,-5.412387,42,4457
 student,-3.9551525,46,4457
 hated,-13.670876,54,4457
 the,-2.0686433,60,4457
 assigned,-9.554051,64,4457
 materials,-6.5884137,73,4457
 last,-7.925552,83,4457
 semester,-1.0076367,88,4457
 .,-7.4254045,97,4457
Our,,0,4458
 neighbor,-9.055781,3,4458
 said,-4.634143,12,4458
 that,-1.9157923,17,4458
 the,-2.1414738,22,4458
 professor,-8.913534,26,4458
 knows,-7.3344555,36,4458
 the,-2.5145125,42,4458
 student,-6.075354,46,4458
 hated,-12.515647,54,4458
 last,-10.850592,60,4458
 semester,-2.9199157,65,4458
 .,-8.36165,74,4458
Our,,0,4459
 neighbor,-9.055781,3,4459
 said,-4.634143,12,4459
 what,-7.0288386,17,4459
 the,-3.3247144,22,4459
 professor,-9.480843,26,4459
 knows,-7.867359,36,4459
 the,-5.411907,42,4459
 student,-3.9236832,46,4459
 hated,-13.687619,54,4459
 last,-8.9114065,60,4459
 semester,-1.875595,65,4459
 .,-7.357837,74,4459
Our,,0,4460
 neighbor,-9.056082,3,4460
 said,-4.6368604,12,4460
 that,-1.9183091,17,4460
 the,-2.1332104,22,4460
 professor,-8.91221,26,4460
 knows,-7.318955,36,4460
 that,-3.1218061,42,4460
 the,-2.0776312,47,4460
 student,-4.50335,51,4460
 hated,-9.420542,59,4460
 the,-1.9538903,65,4460
 assigned,-8.024887,69,4460
 materials,-6.652659,78,4460
 last,-8.319268,88,4460
 semester,-0.9334295,93,4460
 .,-7.987149,102,4460
Our,,0,4461
 neighbor,-9.055856,3,4461
 said,-4.63518,12,4461
 what,-7.0287414,17,4461
 the,-3.3261745,22,4461
 professor,-9.478109,26,4461
 knows,-7.8626723,36,4461
 that,-4.966894,42,4461
 the,-2.2782135,47,4461
 student,-4.5090394,51,4461
 hated,-11.262402,59,4461
 the,-1.7009828,65,4461
 assigned,-8.200016,69,4461
 materials,-6.227537,78,4461
 last,-8.11147,88,4461
 semester,-1.0111653,93,4461
 .,-7.633085,102,4461
Our,,0,4462
 neighbor,-9.056024,3,4462
 said,-4.640379,12,4462
 that,-1.9189916,17,4462
 the,-2.1355536,22,4462
 professor,-8.920441,26,4462
 knows,-7.3208613,36,4462
 that,-3.123981,42,4462
 the,-2.0787823,47,4462
 student,-4.5186505,51,4462
 hated,-9.388009,59,4462
 last,-11.209744,65,4462
 semester,-2.765251,70,4462
 .,-8.494271,79,4462
Our,,0,4463
 neighbor,-9.056024,3,4463
 said,-4.640379,12,4463
 what,-7.01936,17,4463
 the,-3.3311632,22,4463
 professor,-9.466114,26,4463
 knows,-7.866668,36,4463
 that,-4.9672036,42,4463
 the,-2.278533,47,4463
 student,-4.4447155,51,4463
 hated,-11.30142,59,4463
 last,-9.43534,65,4463
 semester,-2.3202822,70,4463
 .,-7.6173086,79,4463
Our,,0,4464
 neighbor,-9.056024,3,4464
 said,-4.640381,12,4464
 that,-1.9189919,17,4464
 the,-2.1355534,22,4464
 professor,-8.920441,26,4464
 knows,-7.32086,36,4464
 whether,-8.592021,42,4464
 the,-1.7808088,50,4464
 student,-4.618317,54,4464
 hated,-11.7544155,62,4464
 the,-1.2601717,68,4464
 assigned,-8.489818,72,4464
 materials,-6.3372903,81,4464
 last,-9.126463,91,4464
 semester,-1.0730422,96,4464
 .,-7.68117,105,4464
Our,,0,4465
 neighbor,-9.055881,3,4465
 said,-4.6432414,12,4465
 what,-7.0319824,17,4465
 the,-3.3293965,22,4465
 professor,-9.470074,26,4465
 knows,-7.8296766,36,4465
 whether,-10.669776,42,4465
 the,-1.9737681,50,4465
 student,-4.386775,54,4465
 hated,-11.152646,62,4465
 the,-1.6412867,68,4465
 assigned,-8.712021,72,4465
 materials,-6.0696487,81,4465
 last,-10.043838,91,4465
 semester,-1.1147895,96,4465
 .,-7.6105494,105,4465
Our,,0,4466
 neighbor,-9.055856,3,4466
 said,-4.63518,12,4466
 that,-1.9172225,17,4466
 the,-2.1414018,22,4466
 professor,-8.915183,26,4466
 knows,-7.312445,36,4466
 whether,-8.591719,42,4466
 the,-1.7823554,50,4466
 student,-4.598192,54,4466
 hated,-11.763596,62,4466
 last,-11.100948,68,4466
 semester,-2.9143708,73,4466
 .,-8.441479,82,4466
Our,,0,4467
 neighbor,-9.056029,3,4467
 said,-4.638345,12,4467
 what,-7.023592,17,4467
 the,-3.3312912,22,4467
 professor,-9.464423,26,4467
 knows,-7.8608522,36,4467
 whether,-10.678771,42,4467
 the,-1.975114,50,4467
 student,-4.4362817,54,4467
 hated,-11.153135,62,4467
 last,-10.841361,68,4467
 semester,-3.465133,73,4467
 .,-7.1166673,82,4467
My,,0,4468
 friend,-4.2517133,2,4468
 told,-4.5762835,9,4468
 me,-0.09021761,14,4468
 that,-1.384036,17,4468
 the,-2.3968396,22,4468
 consultant,-10.506397,26,4468
 assumed,-9.663687,37,4468
 the,-2.8578782,45,4468
 university,-7.935841,49,4468
 hired,-6.674489,60,4468
 a,-2.5765328,66,4468
 new,-2.941164,68,4468
 administrator,-5.294711,72,4468
 last,-5.418486,86,4468
 week,-2.462893,91,4468
 .,-7.703558,96,4468
My,,0,4469
 friend,-4.2511897,2,4469
 told,-4.5763607,9,4469
 me,-0.09036015,14,4469
 what,-4.930233,17,4469
 the,-3.6957128,22,4469
 consultant,-9.599883,26,4469
 assumed,-11.714702,37,4469
 the,-4.2814074,45,4469
 university,-8.974683,49,4469
 hired,-7.6952467,60,4469
 a,-5.0028067,66,4469
 new,-3.329239,68,4469
 administrator,-5.615795,72,4469
 last,-5.9345613,86,4469
 week,-2.1500876,91,4469
 .,-7.283255,96,4469
My,,0,4470
 friend,-4.2517133,2,4470
 told,-4.576281,9,4470
 me,-0.09021793,14,4470
 that,-1.3840365,17,4470
 the,-2.3968399,22,4470
 consultant,-10.506393,26,4470
 assumed,-9.663685,37,4470
 the,-2.8578796,45,4470
 university,-7.935838,49,4470
 hired,-6.674487,60,4470
 last,-11.634849,66,4470
 week,-3.6599894,71,4470
 .,-9.044267,76,4470
My,,0,4471
 friend,-4.2517133,2,4471
 told,-4.576281,9,4471
 me,-0.09021793,14,4471
 what,-4.935222,17,4471
 the,-3.6884725,22,4471
 consultant,-9.593822,26,4471
 assumed,-11.725294,37,4471
 the,-4.281253,45,4471
 university,-8.98761,49,4471
 hired,-7.691877,60,4471
 last,-9.570273,66,4471
 week,-3.0046396,71,4471
 .,-7.728357,76,4471
My,,0,4472
 friend,-4.2514577,2,4472
 told,-4.5770493,9,4472
 me,-0.09055726,14,4472
 that,-1.3920716,17,4472
 the,-2.3950298,22,4472
 consultant,-10.508108,26,4472
 assumed,-9.678161,37,4472
 that,-1.1239104,45,4472
 the,-2.1823552,50,4472
 university,-7.6374946,54,4472
 hired,-7.0475583,65,4472
 a,-2.5756366,71,4472
 new,-3.163792,73,4472
 administrator,-5.1985116,77,4472
 last,-5.1193194,91,4472
 week,-3.1567452,96,4472
 .,-7.69771,101,4472
My,,0,4473
 friend,-4.251806,2,4473
 told,-4.579412,9,4473
 me,-0.09205191,14,4473
 what,-4.9316225,17,4473
 the,-3.6885817,22,4473
 consultant,-9.600039,26,4473
 assumed,-11.735732,37,4473
 that,-4.3636427,45,4473
 the,-2.372741,50,4473
 university,-7.7773185,54,4473
 hired,-6.116969,65,4473
 a,-2.7804918,71,4473
 new,-2.7388372,73,4473
 administrator,-5.708523,77,4473
 last,-4.932428,91,4473
 week,-2.6504037,96,4473
 .,-7.5208592,101,4473
My,,0,4474
 friend,-4.2517133,2,4474
 told,-4.576283,9,4474
 me,-0.09021799,14,4474
 that,-1.384037,17,4474
 the,-2.3968363,22,4474
 consultant,-10.506395,26,4474
 assumed,-9.663685,37,4474
 that,-1.136449,45,4474
 the,-2.181771,50,4474
 university,-7.633997,54,4474
 hired,-7.0393167,65,4474
 last,-11.411955,71,4474
 week,-3.9518692,76,4474
 .,-9.48239,81,4474
My,,0,4475
 friend,-4.2517133,2,4475
 told,-4.576283,9,4475
 me,-0.09021799,14,4475
 what,-4.935219,17,4475
 the,-3.688473,22,4475
 consultant,-9.59382,26,4475
 assumed,-11.72529,37,4475
 that,-4.3474874,45,4475
 the,-2.3788242,50,4475
 university,-7.763061,54,4475
 hired,-6.114766,65,4475
 last,-8.466532,71,4475
 week,-3.0408225,76,4475
 .,-8.074517,81,4475
My,,0,4476
 friend,-4.25125,2,4476
 told,-4.5753675,9,4476
 me,-0.09225459,14,4476
 that,-1.3887222,17,4476
 the,-2.3946173,22,4476
 consultant,-10.507891,26,4476
 assumed,-9.674716,37,4476
 whether,-11.03167,45,4476
 the,-2.868235,53,4476
 university,-8.497138,57,4476
 hired,-6.632177,68,4476
 a,-2.6055045,74,4476
 new,-2.656464,76,4476
 administrator,-6.511391,80,4476
 last,-7.0566115,94,4476
 week,-2.39291,99,4476
 .,-8.2635355,104,4476
My,,0,4477
 friend,-4.25125,2,4477
 told,-4.5753675,9,4477
 me,-0.09225459,14,4477
 what,-4.9256563,17,4477
 the,-3.6916947,22,4477
 consultant,-9.599057,26,4477
 assumed,-11.732466,37,4477
 whether,-12.099948,45,4477
 the,-3.1961672,53,4477
 university,-8.06946,57,4477
 hired,-6.305896,68,4477
 a,-2.730582,74,4477
 new,-2.3067532,76,4477
 administrator,-6.1631303,80,4477
 last,-6.202484,94,4477
 week,-2.3293684,99,4477
 .,-7.3768964,104,4477
My,,0,4478
 friend,-4.2516875,2,4478
 told,-4.5748873,9,4478
 me,-0.09276875,14,4478
 that,-1.3900962,17,4478
 the,-2.3951194,22,4478
 consultant,-10.511969,26,4478
 assumed,-9.667804,37,4478
 whether,-11.000982,45,4478
 the,-2.8643653,53,4478
 university,-8.497978,57,4478
 hired,-6.645761,68,4478
 last,-11.283988,74,4478
 week,-4.4740143,79,4478
 .,-8.590463,84,4478
My,,0,4479
 friend,-4.25147,2,4479
 told,-4.577452,9,4479
 me,-0.09022133,14,4479
 what,-4.9284945,17,4479
 the,-3.6922758,22,4479
 consultant,-9.602467,26,4479
 assumed,-11.735433,37,4479
 whether,-12.098843,45,4479
 the,-3.192584,53,4479
 university,-8.076206,57,4479
 hired,-6.3162465,68,4479
 last,-10.514787,74,4479
 week,-3.8186362,79,4479
 .,-7.0336556,84,4479
She,,0,4480
 can,-5.4147053,3,4480
 not,-5.3194175,7,4480
 believe,-4.2794785,11,4480
 that,-1.5451225,19,4480
 I,-2.9156873,24,4480
 recalled,-11.113594,26,4480
 my,-3.8747506,35,4480
 good,-7.133752,38,4480
 friend,-3.1544597,43,4480
 married,-10.1819935,50,4480
 my,-5.2648706,58,4480
